CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
0.4598343184178474,0.39419039696470237,1.4457558063240528,0.07574839090817882,-0.387348764821044,-0.28597987676924824,1.6554316498473967,0.26668359145690945,-0.06310055103538402,-0.6654910699978107,0.016705394225804426,0.3595663859886565,0.19430106020497084
0.4611220983301818,0.5670145116859377,1.5745280985739214,0.0805818778640898,-0.35229332914619904,-0.25101757327904783,1.5715745578300568,0.2903179821995791,0.02037812829613497,-0.6808112474733596,-0.006442049653247848,0.533349001271579,0.195837959093798
0.46498543806718495,0.7186146123186005,1.5888361310461292,0.13133349090115498,-0.0747711300536763,-0.08786015699144599,1.1398658248518996,0.42424619640804057,0.31148326647784225,-0.3853506818734885,-0.03421898230811056,0.720799912138552,0.19697203139573724
0.47786323719052887,0.976334783394127,2.3113917708926146,0.2328367169752854,0.4072411104754421,0.1491065666643567,0.5839243629591649,0.5502962803689455,0.7245957052210004,0.1355353522951732,-0.041163215471826255,0.8125727539171739,0.1978520920282376
0.46884877780418815,0.7913826606222786,1.70330039082379,0.16758464307048732,0.1121911935454969,0.05975845774495569,0.8914003670227445,0.5345400198738324,0.5469359517718702,-0.06362695488696216,-0.03421898230811056,0.787188776403938,0.19795985455466622
0.46884877780418815,0.73680662439452,1.817764650601451,0.15550092568070986,0.050844181114518196,0.09472076123515609,0.9566225497028977,0.5739306711116151,0.42706913016763776,-0.03955239028252821,-0.0018125608774374098,0.6192640020856084,0.19742360769696193
0.47786323719052887,1.012718807545966,2.2112355435871613,0.22558648654141894,0.366343102188123,0.2889557806251583,0.6615698185307759,0.6054431921018414,0.7010504366915976,0.28217133670399813,0.0005021835104678504,0.5489699105104934,0.19643835031247173
0.5023310555248823,1.6130552060513104,3.3344160926554602,0.4575938604251456,1.2398077077530103,0.43657439536155995,0.012453809952108028,0.7314932760627463,1.4801847771191081,0.9496933552814848,0.012075905449993986,0.4825810462451074,0.19613045737981855
0.5293744336839047,2.2042955985186947,4.436134593015447,0.6170989299702077,1.733505093507077,0.8328138349171644,-0.28881055766574265,0.896934011261434,2.015304516423717,1.5953294060367587,-0.0018125608774374098,0.5821643426431866,0.19678216408726779
0.5190721943852296,1.7919433247978522,4.006893618849219,0.5349296517197212,1.4881170437831621,0.708503422507563,-0.1614720105283006,0.841787099528538,1.7113565044986994,1.4858995669256954,-0.0041273052653426285,0.5528751378202221,0.19630493004165536
0.49074103631387284,0.8004786666602384,2.5474743066840406,0.2642543821887067,0.5299351353373996,0.27730167946175815,0.5031730891646895,0.613321322349398,0.6753646892049764,0.6783073542860476,-0.015701027204868764,0.47867581893537875,0.1944729670923689
0.4598343184178474,-0.2546580337430939,1.5745280985739214,0.06849816047431237,-0.42532548680212606,-0.2898645771570483,1.6461141951788034,0.21153667972401352,-0.12517444079471868,-0.3372015526646206,-0.03653372669601582,0.46696013700619293,0.19315415903083774
0.4533954188561754,-0.4123221384010631,1.324137530310288,0.017746547437247153,-0.7758798435505758,-0.4724454953836504,2.391510568666269,-0.04056348819779629,-0.29855323632941194,-0.9259340870821416,-0.03653372669601582,0.41619218197972113,0.19251784697002114
0.4624098782425162,0.09402219771203024,1.5316040011572987,0.0974990822097782,-0.2617334536528495,-0.18109296629864705,1.4256011013554282,0.3060742426946922,-0.03527432459154436,-0.34814453657572697,-0.03421898230811056,0.3712820679178423,0.19195594236792907
0.46498543806718495,-0.015129874743486883,1.5172959686850909,0.10958279959955564,-0.19162258230315954,-0.13836126203284657,1.403860373795377,0.4084899359129275,-0.028852887719889052,-0.3131269880601867,-0.048107448635541936,0.39471343177621393,0.19162239169088813
0.45854653850551297,-0.1849219874520691,1.4242937576157413,0.053997699606579436,-0.5158853622954755,-0.33648098181064884,1.8666272890021787,0.2588054612093529,-0.1872483305540533,-0.6195305375711642,-0.06199591496297331,0.4357183185283641,0.19154028690884728
0.45081985903150656,-0.4850901867047412,1.2883674491297687,0.0008293430915587482,-0.9365505903936153,-1.4319664911702614,2.7486796642956794,-2.033730440829605,-0.4376843685486103,-1.0134779583709923,-0.06431065935087853,0.4454813868026856,0.19150180029226563
-2.135042204935956,-0.6609463034386299,1.209673270532627,-0.018504604732085136,-1.1351980592177369,-0.5734477054664515,3.4102189457658056,-0.20600422339648397,-0.5511297532811874,-1.2936183464953146,-0.08514335884202558,0.5157754783778006,0.19146844522456152
0.44824429920683784,-0.6124342712361779,1.1882112218243155,-0.020921348210040623,-1.1498044907489222,-0.5384854019762512,3.416430582211534,-0.1114666604258053,-0.5061796951796003,-1.2717323786731018,-0.08051387006621512,0.49820195548402174,0.19142995860797987
0.45081985903150656,-0.36987411022391753,1.2597513841853536,-0.0015874003863967346,-0.9453144493123266,-0.43748319189345,2.7642087554100017,0.10124285625822174,-0.3606271260887466,-1.068192877926524,-0.06894014812668899,0.45719706873187144,0.19143252438241865
0.45854653850551297,0.12737421985121603,1.3742156439630147,0.061247930040445916,-0.4808299266206306,-0.2315940713400476,1.8386749249963985,0.3612211544275881,-0.06524102999260246,-0.49696911776677316,-0.07819912567830989,0.5001545691388859,0.1916429178863983
0.49717993587554477,1.6312472181272297,2.5832443878645597,0.3875082995644365,0.9973409443353325,0.5375766054443611,0.3168239957928231,0.6527119735871807,1.0884771279481344,0.9299959842414933,-0.05736642618716285,0.4611022960416001,0.19211245460869444
-2.135042204935956,1.503903133595793,-0.2926701390491743,0.489011525638567,1.339131442165071,-1.4319664911702614,-0.08693237317955405,-2.033730440829605,1.4266728031886473,1.3414521792990917,-0.013386282816963547,0.32637195385596346,0.1922715326238986
0.4804387970151977,0.9126627411284087,2.6261684852811826,0.29325530392417254,0.6526291601993569,0.07141255890835582,0.3634112691357897,0.5030274988836061,0.6860670839910685,0.5732547087394267,0.07920349269924555,0.04324297390064008,0.19165318098415343
0.47528767736586014,0.6488785660275757,2.3256998033648224,0.2352534604532409,0.4160049693941534,0.1840688701545571,0.5404429078390628,0.6684682340822938,0.44205248286816684,0.420052933983938,0.10466568096620307,-0.021193276709881883,0.19145561635236763
0.4675609978918538,0.47605445130634017,1.9536909590874239,0.20141905176186406,0.2670193677760622,-0.09951425815484613,0.7454269105481158,0.43212432665559714,0.31148326647784225,-0.03517519671808567,0.12086889168153965,-0.05829293615230354,0.19133245917930639
0.4727121175411913,0.6155265438883899,2.1396953812261232,0.22075299958550798,0.35465795696317465,-0.033474351562245375,0.6615698185307759,0.4557587173982668,0.43135008808207465,0.01735112605522475,0.14633107994849717,-0.09734520924958953,0.1915043660667044
0.47528767736586014,0.7216466143312538,2.3471618520731337,0.2642543821887067,0.5357777079498737,-0.02182025039884524,0.478326543381774,0.5109056291311627,0.5747621782157099,0.18806167506848362,0.15096056872430763,-0.07391384539121788,0.1922689668494598
0.47786323719052887,0.9217587471663684,2.4616261118507947,0.2980887908800835,0.6643143054243053,0.08306666007175595,0.3944694513644341,0.5345400198738324,0.7460004947931848,0.3587722240817425,0.1393868467847815,-0.048529867877982046,0.19239725557139867
0.47657545727819445,0.7883506586096253,2.3185457871287185,0.2618376387107512,0.5211712764186883,0.03645025541815542,0.4938556344960962,0.487271238388493,0.5683407413440545,0.2996801109617683,0.14170159117268671,-0.04462464056825339,0.19251784697002114
0.47142433762885694,0.6822305881667614,2.0896172675733964,0.23767020393119637,0.42769011461910167,-0.07232135544024582,0.655358182085047,0.47939310814093644,0.46773823035478806,0.04142569065965869,0.16484903505173892,-0.10125043655931817,0.1922407433306333
0.49074103631387284,1.3977830631529293,2.805018891183778,0.4213427082558133,1.1171136828910528,0.14522186627655667,0.05282944684934574,0.7157370155676331,1.1098819175203187,0.9518819520637061,0.12318363606944487,0.0022380871484897653,0.1927975163838478
0.4881654764892041,1.4432630933427282,2.869405037308712,0.39475852999830296,1.0265538073977034,0.12968306472535648,0.0807818108551257,0.684224494577407,0.9750317432155573,1.0350486297881143,0.1069804253541083,0.07643740603333309,0.19361343265537873
0.5255110939469015,2.4074397333664628,4.629293031390251,0.7427695908238929,2.0899020228680008,0.6657717182417626,-0.5310643790491689,0.8811777507663209,2.137311816985168,1.9958426171832506,0.07225925953552989,0.21507297552869836,0.1946243477842567
0.49717993587554477,1.6645992402664156,3.5204205147941594,0.4406766560794572,1.1813819816282687,0.40938149264695967,-0.13351964652252063,0.7157370155676331,1.1762367651940904,1.4268074538057212,0.053741304432288056,0.2697461578648987,0.19477316270170572
0.48558991666453527,1.3189510108239446,2.676246598933909,0.300505534358039,0.6789207369554907,0.32780278450315875,0.1366865388666856,0.6369557130920676,0.7096123525204713,1.1291582914236287,0.02827911616533056,0.3829977498470281,0.19529658068721617
0.5100577349988887,1.9041273992660226,3.7636570668216893,0.48176129520470046,1.3186824380214115,0.5103837027297609,-0.1676836469740295,0.5975650618542848,1.435234719017521,1.4924653572723592,-0.0018125608774374098,0.49039150086456446,0.19537611969481825
0.47528767736586014,0.700422600242681,2.0109230889762544,0.18691859089413115,0.20275106903884643,0.09472076123515609,0.5218079985018762,0.43212432665559714,0.3264666191783713,0.6783073542860476,-0.006442049653247848,0.48062843259024296,0.1949296749424711
0.46498543806718495,0.44573443117980766,1.6174521959905444,0.1337502343791105,-0.06308598482872797,-0.1150530597060463,0.8572363665712357,0.3060742426946922,0.15308782364367798,0.36971520799284885,-0.015701027204868764,0.47672320528051443,0.194483230190124
0.4611220983301818,0.4093504070279686,1.4457558063240528,0.08541536482000077,-0.32892303869630235,-0.33259628142284875,1.1833472799720017,0.18790228898134387,-0.05667911416372872,0.1486669329885008,-0.022645260368584424,0.47672320528051443,0.1940547458588483
0.4624098782425162,0.37296638287612954,1.4672178550323642,0.08541536482000077,-0.3260017523900653,-1.4319664911702614,1.1926647346405952,-2.033730440829605,-0.02457192980545218,0.045802884224101226,-0.04579270424763671,0.5470172968556293,0.19384178658042983
-2.135042204935956,0.29716633255979824,1.5387580173934023,0.10474931264364466,-0.2149928727530562,-0.2315940713400476,1.0466912781659665,0.1957804192289004,0.04392339682553777,0.037048497095216154,-0.06431065935087853,0.6173113884307438,0.1938032999638482
0.4533954188561754,-0.21524200757860162,1.3527535952547032,0.017746547437247153,-0.7875649887755242,-0.4141749895666497,1.941166926350925,0.053974074772882394,-0.2514626992706064,-0.34157874622906315,-0.03421898230811056,0.4708653643159216,0.19335172366262351
0.45597097868084424,0.15466223796509532,1.3312915465463917,0.024996777871113606,-0.7262179763445454,-0.4491372930568501,1.8976854712308229,0.014583423535099614,-0.264305573013917,-0.30656119771352286,-0.05968117057506807,0.5470172968556293,0.19310797509093974
0.4598343184178474,0.19104626211693435,1.4743718712684681,0.0781651343861343,-0.36397847437114733,-0.1150530597060463,1.3448498275609526,0.14851163774356108,0.03750195995388246,-0.07675853558028976,-0.08051387006621512,0.6329322976696585,0.1932234349406847
0.47528767736586014,0.8702147129512632,2.0824632513372925,0.24008694740915187,0.43353268723157584,0.33945688566655885,0.43484508826167184,0.2981961124471357,0.6132907994456417,0.4747678535394697,-0.07588438129040466,0.6270744567050653,0.19325679000838877
0.4881654764892041,1.0885188578622973,2.847942988600401,0.3198394821816829,0.7548741809176548,0.4909602007907606,0.10873417486090566,0.47939310814093644,0.8251982162102669,0.9540705488459273,-0.0041273052653426285,0.39471343177621393,0.19371606363292979
0.4817265769275321,1.2067669363557743,2.2827757059481995,0.26667112566666223,0.5445415668685849,0.3161486833397586,0.2298610855526188,0.5345400198738324,0.5897455309162389,1.0722547750858757,0.06068553759600375,0.2287412711127485,0.19425744203951165
0.4933165961385416,1.4948071275578334,3.1627197029889684,0.3440069169612378,0.8454340564110043,0.4948449011785606,0.04040617395788799,0.7866401877956422,0.8316196530819222,1.3305091953879853,0.134757358008971,0.053006042174961576,0.19455507187440974
0.4868776965768697,1.2188949444063872,2.64047651775339,0.29325530392417254,0.6497078738931199,0.2734169790739581,0.24849599488980545,0.8102745785383119,0.6154312784028602,0.9015442260726169,0.19957020087031735,-0.11101350483363967,0.1936288273020114
0.47657545727819445,0.8459586968500371,2.2398516085315765,0.2521706647989293,0.48027326813136917,-0.06066725427684568,0.5963476358506227,0.5187837593787192,0.44633344078260373,0.2756055463573343,0.22271764474936961,-0.1598288462052471,0.1932696188805827
0.46627321797951937,0.47908645331899347,1.9393829266152163,0.1627511561145763,0.08589961678936317,-0.19663176784984723,0.9100352763599311,0.345464893932475,0.20659979757413888,-0.27373224598020385,0.19031122331869646,-0.09148736828499668,0.19372376095624613
0.46627321797951937,0.5791425197365508,1.910766861670801,0.1772516169823092,0.15308920183281605,-0.19274706746204717,0.788908365668218,0.4557587173982668,0.30078087169175005,-0.06143835810474089,0.19957020087031735,-0.11491873214336819,0.19350567012895012
0.4727121175411913,0.7792546525716656,1.9322289103791124,0.20141905176186406,0.2699406540822993,-0.11893776009384635,0.6491465456393182,0.5187837593787192,0.34787140875055567,0.22526782036624518,0.1810522457670756,-0.0856295273204037,0.19342869689578682
0.4701365577165225,0.8398946928247306,1.8320726830736591,0.21108602567368603,0.3079173760633813,-0.08009075621584591,0.5621836353991139,0.5266618896262758,0.45061439869704056,0.23839940105957277,0.1602195462759285,-0.032908958639067704,0.19369810321185835
0.4817265769275321,1.285598988684759,2.5045502092674177,0.3295064560935048,0.7840870439800256,0.2268005744203576,0.1118399930837701,0.7078588853200766,0.8294791741247037,0.9190530003303871,0.14633107994849717,0.029574678316589928,0.19455507187440974
0.49460437605087604,1.6979512624056015,2.983869297086373,0.4285929386896798,1.1434052596471866,0.4210355938103598,-0.114884737185334,0.841787099528538,1.13556766500694,1.393978502072402,0.1393868467847815,0.05691126948469009,0.19485783325818537
0.49460437605087604,1.7040152664309078,3.1698737192250723,0.4189259647778578,1.1083498239723417,0.4288049945859599,-0.12730801007679177,0.8102745785383119,1.120584312306411,1.5800092285612097,0.13707210239687623,0.09010570161738324,0.19541460631139987
0.49460437605087604,1.7343352865574404,3.062563475683515,0.3971752734762585,1.0294750937039405,0.4443437961371601,-0.10246146429387624,0.7945183180431987,1.002857969659397,1.9936540204010293,0.12781312484525534,0.14282627029871922,0.19619716751522673
0.4804387970151977,1.1976709303178146,2.4258560306702757,0.2715046126225732,0.5679118573184816,0.17629946937895702,0.15221562998100782,0.6684682340822938,0.7631243264509322,1.4202416634590573,0.11160991412991873,0.1779733160862767,0.19611762850762465
0.4739998974535257,1.1188388779888299,1.9679989915596314,0.2183362561075525,0.3371302391257522,0.013142053091355157,0.30129490467850095,0.5660525408640585,0.45275487765425904,1.2276451466235858,0.11392465851782395,0.1916416116703267,0.19645887650798194
0.47786323719052887,1.4705511114566074,1.8034566181292435,0.22075299958550798,0.3458940980444634,0.08306666007175595,0.2919774500099076,0.5581744106165021,0.4698787093120065,1.2254565498413645,0.09540670341458216,0.27560399882949166,0.1972414377118088
0.47657545727819445,1.3189510108239446,2.0753092351011886,0.24250369088710735,0.43937525984405,0.020911453866955244,0.26402508600412766,0.47939310814093644,0.4977049357558462,1.2145135659302582,0.11160991412991873,0.23459911207734135,0.1973389371404823
0.4727121175411913,0.9642067753435141,1.7963026018931398,0.1627511561145763,0.08882090309560026,-0.1577847639718468,0.4907498162732318,0.3612211544275881,0.32432614022115286,0.7921143869615535,0.06300028198390897,0.37909252253729947,0.19734150291492109
0.47142433762885694,0.8944707290524891,2.0824632513372925,0.18933533437208663,0.21443621426379475,-1.4319664911702614,0.3913636331415697,-2.033730440829605,0.4891430199269724,0.6629871768104987,0.04216758249276192,0.46696013700619293,0.19769301401303346
-2.135042204935956,0.24562229834469293,1.5387580173934023,0.0805818778640898,-0.3552146154524361,-0.38309738646424935,1.0404796417202375,0.18790228898134387,0.1295425551142752,0.16617570724627095,0.053741304432288056,0.4220500229443141,0.19751084402788033
0.45597097868084424,0.03944616148427168,1.3670616277269108,0.0443307256947575,-0.5947600925638767,-0.4491372930568501,1.481505829366988,0.09336472601066519,-0.03099336667710749,-0.1008331001847237,0.039852838104856694,0.4611022960416001,0.19733123981716597
0.4533954188561754,0.08189418966141723,1.3455995790185993,0.015329803959291666,-0.8080139929191837,-0.4840995965470505,1.8635214707793142,0.03821781427776928,-0.12517444079471868,-0.22558311677133597,0.04216758249276192,0.4435287731478214,0.1971772933508394
0.452107638943841,-0.06364190694593894,1.3312915465463917,0.012913060481336178,-0.816777851837895,-0.36755858491304916,1.8293574703278053,0.0697303352679955,-0.11019108809418962,-0.26716645563354,0.014390649837899205,0.5489699105104934,0.19732354249384965
0.45854653850551297,0.32142234866102426,1.3956776926713261,0.056414443084534936,-0.5042002170705272,-0.262671674442448,1.3355323728923594,0.20365854947645698,0.048204354739974635,-0.03517519671808567,0.04216758249276192,0.4532918414221429,0.19732354249384965
0.4611220983301818,0.5639825096732846,1.5459120336295062,0.10958279959955564,-0.19454386860939663,-0.19663176784984723,0.8075432750054046,0.1957804192289004,0.2900784769056579,0.25809677209956416,0.06068553759600375,0.4005712727408068,0.197572422614411
0.46884877780418815,0.8580867049006501,2.0610012026289812,0.1627511561145763,0.08297833048312608,-0.09562955776704608,0.4876439980503673,0.31395237294224876,0.4763001461836618,0.5469915473527716,0.10929516974201352,0.26584093055517016,0.1978315658327274
0.47657545727819445,1.2007029323304679,2.1969275111149535,0.2183362561075525,0.33420895281951507,0.028680854642555334,0.25781344955839874,0.4400024569031537,0.6518194206755735,0.8315091290415363,0.16484903505173892,0.12915797471466922,0.19798807807349278
0.47657545727819445,1.1127748739635235,2.1754654624066423,0.2135027691516415,0.3137599486758555,-0.02958965117444533,0.34788217802146754,0.47939310814093644,0.6111503204884232,0.6279696282949584,0.22040290036146445,-0.023145890364746208,0.19717985912527816
0.46627321797951937,0.7034546022553342,1.8034566181292435,0.13616697785706597,-0.04263698068506841,-0.21605526978884745,0.8976120034684734,0.3612211544275881,0.285797518991221,0.010785335708560946,0.2643830437316637,-0.15787623255038283,0.19548131644680808
0.46369765815485053,0.47908645331899347,1.7390704720043093,0.13616697785706597,-0.04555826699130549,-0.25490227366684787,0.9597283679257621,0.345464893932475,0.21088075548857577,-0.22558311677133597,0.26901253250747414,-0.1813075964087544,0.19497842465680787
0.46498543806718495,0.6337185559643094,1.8463807155458667,0.15308418220275435,0.033316463277095705,-0.2199399701766475,0.88829454879988,0.3848555451702578,0.2558308135901629,-0.16430240686914047,0.2805862544470003,-0.20473896026712599,0.19474493918287922
0.4791510171028633,1.2401189584949601,2.2112355435871613,0.24250369088710735,0.43937525984405,0.005372652315755068,0.555971998953385,0.5581744106165021,0.5447954728146518,0.2712283527928918,0.287530487610716,-0.2164546421963118,0.1947218472129302
0.47786323719052887,1.179478918241895,2.2541596410037843,0.24492043436506283,0.4569029776814725,0.04421965619375551,0.45969163404458735,0.5502962803689455,0.5918860098734573,0.5054082084905674,0.266697788119569,-0.1695919144795686,0.19518368661191
0.4727121175411913,1.3007589987480253,2.0109230889762544,0.2497539213209738,0.4685881229064208,-0.033474351562245375,0.4162101789244852,0.4951493686360496,0.5983074467451126,0.6279696282949584,0.22966187791308532,-0.054387708842574885,0.19675137479400248
0.4997554957002136,2.301319662923599,3.0124853620307883,0.45276037346923464,1.2193587036093507,0.35888038760555907,-0.1304138282996562,0.7787620575480856,1.287541670969449,1.582197825343431,0.19957020087031735,0.04324297390064008,0.19784182893048252
0.5164966345605607,2.5741998440623917,3.5776526446829897,0.5131789604181218,1.4209274587397094,0.607501212424762,-0.3540327403458959,0.9048121415089906,1.522994356263477,2.0352373592632333,0.1810522457670756,0.12915797471466922,0.19906826911221773
0.48430213675220085,1.549383163785592,2.6690925826978056,0.3101725082698609,0.7168974589365728,0.18795357054235715,-0.03413346339085857,0.6921026248249635,0.9129578534562227,1.4727679862323677,0.1602195462759285,0.1974994526349197,0.19935050430048315
0.4675609978918538,0.8338306887994241,1.8535347317819704,0.17241813002639825,0.13264019768915647,-0.08786015699144599,0.400681087810163,0.4951493686360496,0.41850721433876403,0.9803337102325825,0.15096056872430763,0.22483604380301986,0.19940438556369744
0.46884877780418815,0.9096307391157554,1.70330039082379,0.16758464307048732,0.1121911935454969,-0.06455195466464572,0.428633451815943,0.47939310814093644,0.4827215830553171,0.8183775483482087,0.11392465851782395,0.3205141128913705,0.19933510965385048
0.46369765815485053,0.5761105177238975,1.6102981797544405,0.1337502343791105,-0.06600727113496506,-0.25101757327904783,0.5901359994048938,0.32183050318980533,0.3328880560500266,0.6017064669083032,0.11623940290572922,0.29708274903299897,0.198950243488034
0.46369765815485053,0.5761105177238975,1.6603762934071673,0.12166651698933306,-0.1215117109534696,-0.24324817250344777,0.6677814549765049,0.27456172170446597,0.32432614022115286,0.4353731114594869,0.09772144780248739,0.3419928630948778,0.19877063927731964
0.46369765815485053,0.5306304875340988,1.6102981797544405,0.12408326046728854,-0.11566913834099544,-0.23547877172784767,0.6305116363021316,0.2351710704666832,0.3735571562371769,0.38065819190395517,0.08383298147505602,0.4259552502540426,0.19945570105247296
0.4546831987685098,0.08795819368672374,1.4529098225601567,0.061247930040445916,-0.4691447813956823,-1.4319664911702614,1.0342680052745088,-2.033730440829605,0.20445931861692046,0.10051780377963292,0.06531502637181419,0.46891275066105725,0.19911958460099324
-2.135042204935956,0.08795819368672374,1.4529098225601567,0.05158095612862396,-0.5363343664391351,-0.39863618801544953,1.1025960061775264,0.10124285625822174,0.16379021842977018,0.08300902952186277,0.05837079320809853,0.5060124101034791,0.19943004330808523
0.4533954188561754,0.07886218764876397,1.4171397413796376,0.04916421265066846,-0.5597046568890318,-0.31317277948384853,1.121230915514713,0.12487724700089141,0.15522830260089643,0.07644323917519898,0.04911181565647761,0.5450646832007651,0.19949162189461583
0.45854653850551297,0.32748635268633075,1.5029879362128833,0.10958279959955564,-0.18870129599692248,-0.11893776009384635,0.7298978194337936,0.17214602848623076,0.4120857774671087,0.2362108042773515,0.03753809371695148,0.6055957065015583,0.1997481993384935
0.46884877780418815,0.8035106686728916,1.9036128454346972,0.18933533437208663,0.20859364165132058,0.23068527480815762,0.3168239957928231,0.24304920071423977,0.6817861260766317,0.5688775151749842,0.03522334932904626,0.5997378655369654,0.19955833203002404
0.5113455149112232,2.267967640784413,3.5418825635024707,0.5808477778008754,1.625417500176305,0.7434657259977635,-0.4441014688089646,0.4400024569031537,1.9938997268515328,1.5428030832634483,0.06068553759600375,0.47672320528051443,0.19896563813466664
0.5448277926319174,2.7652159708595465,5.559315142083746,0.8418560734200679,2.3557390767355755,1.2018603717581686,-0.8012705644383752,0.7157370155676331,2.725943530220238,2.6458558615029673,0.11623940290572922,0.2892722944135417,0.19872445533742164
0.5152088546482263,2.1891355884554287,4.27159221958506,0.5977649821465638,1.6809219399948097,0.875545539182965,-0.5372760154948978,0.7787620575480856,1.8633305104612081,2.1840619404542796,0.17642275699126508,0.11939490644034773,0.1985114960590032
0.49460437605087604,1.561511171836205,3.5275745310302633,0.4406766560794572,1.1843032679345058,0.5841930100979617,-0.2639640118828271,0.7630057970529726,1.3645989134293126,1.8010575035655578,0.2319766223009906,-0.019240663055017555,0.19801886736675808
0.4804387970151977,1.155222902140669,2.719170696350532,0.29567204740212805,0.6584717328118311,0.12579836433755645,0.1118399930837701,0.5975650618542848,0.8380410899535775,1.197004791672488,0.28290099883490555,-0.10515566386904669,0.19828314213395207
0.47786323719052887,1.1158068759761768,2.6190144690450787,0.31500599522577194,0.7344251767739952,0.009257352703555112,0.10873417486090566,0.47939310814093644,0.9407840799000624,0.9387503713703784,0.31299267587767354,-0.14225532331146834,0.19877577082619718
